OrderID ,OrderDate,ShipDate,ProductID, CustomerID,RegionID,SalesRepID,Quantity ,UnitPrice,Discount,Revenue,Profit,Target,Forecast
00058,30-01-2024,06-02-2024,P003,C010,R001,S001,69,4500,0.15,263925,79177.5,290317.5,277121.25
00059,30-01-2024,06-02-2024,P004,C004,R007,S003,99,250,0,24750,7425,27225,25987.5
00060,31-01-2024,07-02-2024,P007,C001,R010,S008,48,4500,0.1,194400,58320,213840,204120
00061,31-01-2024,07-02-2024,P001,C002,R005,S003,55,500,0.1,24750,7425,27225,25987.5
00062,01-02-2024,08-02-2024,P009,C003,R007,S003,44,1200,0,52800,15840,58080,55440
00063,01-02-2024,08-02-2024,P009,C004,R010,S008,68,4500,0.1,275400,82620,302940,289170
00064,02-02-2024,09-02-2024,P010,C002,R005,S009,65,3200,0.05,197600,59280,217360,207480
00065,02-02-2024,09-02-2024,P004,C004,R009,S006,67,3200,0.05,203680,61104,224048,213864
00066,03-02-2024,10-02-2024,P004,C008,R002,S008,100,3200,0.05,304000,91200,334400,319200
00067,03-02-2024,10-02-2024,P006,C002,R004,S002,23,4500,0.05,98325,29497.5,108157.5,103241.25
00068,04-02-2024,11-02-2024,P006,C008,R003,S006,39,4500,0.15,149175,44752.5,164092.5,156633.75
00069,04-02-2024,11-02-2024,P001,C003,R001,S007,44,1200,0.1,47520,14256,52272,49896
00070,05-02-2024,12-02-2024,P005,C008,R003,S003,90,4500,0.15,344250,103275,378675,361462.5
00071,05-02-2024,12-02-2024,P009,C009,R006,S010,67,250,0.1,15075,4522.5,16582.5,15828.75
00072,06-02-2024,13-02-2024,P007,C002,R008,S004,59,4500,0.15,225675,67702.5,248242.5,236958.75
00073,06-02-2024,13-02-2024,P010,C007,R001,S010,40,4500,0,180000,54000,198000,189000
00074,07-02-2024,14-02-2024,P003,C010,R006,S009,48,4500,0.1,194400,58320,213840,204120
00075,07-02-2024,14-02-2024,P002,C004,R006,S001,36,500,0.15,15300,4590,16830,16065
00076,08-02-2024,15-02-2024,P010,C007,R002,S010,20,1200,0.1,21600,6480,23760,22680
00077,08-02-2024,15-02-2024,P003,C004,R002,S009,30,3200,0.15,81600,24480,89760,85680
00078,09-02-2024,16-02-2024,P005,C006,R008,S008,18,500,0.15,7650,2295,8415,8032.5
00079,09-02-2024,16-02-2024,P004,C004,R010,S001,27,500,0,13500,4050,14850,14175
00080,10-02-2024,17-02-2024,P002,C002,R007,S005,99,1200,0.15,100980,30294,111078,106029
00081,10-02-2024,17-02-2024,P007,C003,R004,S007,70,500,0.05,33250,9975,36575,34912.5
00082,11-02-2024,18-02-2024,P008,C006,R010,S006,91,1200,0.1,98280,29484,108108,103194
00083,11-02-2024,18-02-2024,P007,C004,R003,S007,34,3200,0,108800,32640,119680,114240
00084,12-02-2024,19-02-2024,P008,C003,R002,S009,89,500,0.1,40050,12015,44055,42052.5
00085,12-02-2024,19-02-2024,P004,C007,R005,S002,84,250,0.1,18900,5670,20790,19845
00086,13-02-2024,20-02-2024,P006,C001,R010,S005,50,500,0.15,21250,6375,23375,22312.5
00087,13-02-2024,20-02-2024,P001,C001,R009,S005,73,250,0,18250,5475,20075,19162.5
00088,14-02-2024,21-02-2024,P002,C009,R010,S002,42,250,0.15,8925,2677.5,9817.5,9371.25
00089,14-02-2024,21-02-2024,P002,C009,R005,S007,16,250,0.05,3800,1140,4180,3990
00090,15-02-2024,22-02-2024,P006,C003,R007,S003,70,4500,0,315000,94500,346500,330750
00091,15-02-2024,22-02-2024,P003,C005,R010,S006,27,1200,0,32400,9720,35640,34020
00092,16-02-2024,23-02-2024,P001,C002,R005,S001,98,250,0.05,23275,6982.5,25602.5,24438.75
00093,16-02-2024,23-02-2024,P003,C006,R009,S006,84,4500,0.15,321300,96390,353430,337365
00094,17-02-2024,24-02-2024,P005,C002,R002,S010,32,3200,0.05,97280,29184,107008,102144
00095,17-02-2024,24-02-2024,P010,C002,R001,S008,73,500,0,36500,10950,40150,38325
00096,18-02-2024,25-02-2024,P002,C001,R008,S010,80,500,0,40000,12000,44000,42000
00097,18-02-2024,25-02-2024,P007,C008,R003,S006,16,250,0.15,3400,1020,3740,3570
00098,19-02-2024,26-02-2024,P002,C002,R006,S002,92,500,0.05,43700,13110,48070,45885
00099,19-02-2024,26-02-2024,P008,C007,R010,S004,75,250,0.05,17812.5,5343.75,19593.75,18703.125
00100,20-02-2024,27-02-2024,P001,C001,R002,S004,93,3200,0,297600,89280,327360,312480
00101,20-02-2024,27-02-2024,P009,C010,R010,S004,37,4500,0,166500,49950,183150,174825
00102,21-02-2024,28-02-2024,P006,C006,R005,S008,45,500,0.05,21375,6412.5,23512.5,22443.75
00103,21-02-2024,28-02-2024,P001,C008,R007,S003,89,250,0.1,20025,6007.5,22027.5,21026.25
00104,22-02-2024,29-02-2024,P010,C004,R007,S008,45,1200,0.1,48600,14580,53460,51030
00105,22-02-2024,29-02-2024,P001,C002,R007,S005,47,3200,0.15,127840,38352,140624,134232
00106,23-02-2024,01-03-2024,P006,C007,R005,S002,47,4500,0.05,200925,60277.5,221017.5,210971.25
00107,23-02-2024,01-03-2024,P009,C009,R008,S001,84,1200,0.15,85680,25704,94248,89964
00108,24-02-2024,02-03-2024,P002,C004,R004,S004,32,3200,0.15,87040,26112,95744,91392
00109,24-02-2024,02-03-2024,P003,C008,R003,S008,6,500,0.1,2700,810,2970,2835
00110,25-02-2024,03-03-2024,P009,C001,R002,S004,81,3200,0.1,233280,69984,256608,244944
00111,25-02-2024,03-03-2024,P001,C009,R008,S003,20,4500,0,90000,27000,99000,94500
00112,26-02-2024,04-03-2024,P004,C001,R009,S002,48,3200,0.15,130560,39168,143616,137088
00113,26-02-2024,04-03-2024,P008,C009,R004,S002,79,250,0.1,17775,5332.5,19552.5,18663.75
00114,27-02-2024,05-03-2024,P003,C005,R003,S008,30,4500,0.05,128250,38475,141075,134662.5
00115,27-02-2024,05-03-2024,P003,C004,R001,S009,85,3200,0.05,258400,77520,284240,271320
00116,28-02-2024,06-03-2024,P008,C004,R001,S004,20,250,0,5000,1500,5500,5250
00117,28-02-2024,06-03-2024,P009,C010,R001,S006,60,500,0.15,25500,7650,28050,26775
00118,29-02-2024,07-03-2024,P005,C002,R009,S001,91,4500,0.05,389025,116707.5,427927.5,408476.25
00119,29-02-2024,07-03-2024,P003,C001,R004,S003,21,500,0.1,9450,2835,10395,9922.5
00120,01-03-2024,08-03-2024,P007,C001,R003,S003,42,250,0.05,9975,2992.5,10972.5,10473.75
00121,01-03-2024,08-03-2024,P009,C005,R001,S002,97,1200,0.1,104760,31428,115236,109998
00122,02-03-2024,09-03-2024,P007,C004,R007,S005,93,4500,0,418500,125550,460350,439425
00123,02-03-2024,09-03-2024,P007,C006,R001,S010,50,1200,0.1,54000,16200,59400,56700
00124,03-03-2024,10-03-2024,P001,C010,R005,S010,28,3200,0.1,80640,24192,88704,84672
00125,03-03-2024,10-03-2024,P009,C008,R006,S001,31,3200,0.1,89280,26784,98208,93744
00126,04-03-2024,11-03-2024,P001,C001,R005,S004,32,500,0.1,14400,4320,15840,15120
00127,04-03-2024,11-03-2024,P001,C010,R001,S001,100,1200,0.15,102000,30600,112200,107100
00128,05-03-2024,12-03-2024,P008,C010,R003,S010,85,4500,0.05,363375,109012.5,399712.5,381543.75
00129,05-03-2024,12-03-2024,P009,C008,R007,S008,61,3200,0.1,175680,52704,193248,184464
00130,06-03-2024,13-03-2024,P009,C006,R003,S008,93,1200,0,111600,33480,122760,117180
00131,06-03-2024,13-03-2024,P005,C009,R005,S004,75,4500,0.15,286875,86062.5,315562.5,301218.75
00132,07-03-2024,14-03-2024,P001,C009,R004,S004,27,250,0.1,6075,1822.5,6682.5,6378.75
00133,07-03-2024,14-03-2024,P007,C001,R007,S001,15,500,0.15,6375,1912.5,7012.5,6693.75
00134,08-03-2024,15-03-2024,P007,C008,R006,S002,53,500,0.15,22525,6757.5,24777.5,23651.25
00135,08-03-2024,15-03-2024,P008,C003,R004,S009,77,250,0.05,18287.5,5486.25,20116.25,19201.875
00136,09-03-2024,16-03-2024,P003,C007,R010,S007,20,3200,0.05,60800,18240,66880,63840
00137,09-03-2024,16-03-2024,P001,C002,R010,S004,10,4500,0.1,40500,12150,44550,42525
00138,10-03-2024,17-03-2024,P010,C001,R002,S009,44,3200,0.15,119680,35904,131648,125664
00139,10-03-2024,17-03-2024,P007,C005,R008,S008,67,250,0.1,15075,4522.5,16582.5,15828.75
00140,11-03-2024,18-03-2024,P001,C001,R009,S007,98,3200,0.1,282240,84672,310464,296352
00141,11-03-2024,18-03-2024,P008,C009,R010,S005,99,1200,0.15,100980,30294,111078,106029
00142,12-03-2024,19-03-2024,P009,C006,R005,S001,22,1200,0.15,22440,6732,24684,23562
00143,12-03-2024,19-03-2024,P005,C006,R001,S006,40,3200,0.15,108800,32640,119680,114240
00144,13-03-2024,20-03-2024,P007,C007,R002,S004,24,3200,0.05,72960,21888,80256,76608
00145,13-03-2024,20-03-2024,P002,C006,R001,S002,52,1200,0.05,59280,17784,65208,62244
00146,14-03-2024,21-03-2024,P001,C005,R002,S001,26,3200,0.15,70720,21216,77792,74256
00147,14-03-2024,21-03-2024,P005,C005,R004,S003,74,3200,0.15,201280,60384,221408,211344
00148,15-03-2024,22-03-2024,P003,C008,R008,S007,89,3200,0,284800,85440,313280,299040
00149,15-03-2024,22-03-2024,P003,C010,R004,S003,26,1200,0.1,28080,8424,30888,29484
00150,16-03-2024,23-03-2024,P005,C009,R007,S002,64,500,0.05,30400,9120,33440,31920
00151,16-03-2024,23-03-2024,P007,C008,R009,S007,54,3200,0,172800,51840,190080,181440
00152,17-03-2024,24-03-2024,P008,C004,R010,S008,98,3200,0.05,297920,89376,327712,312816
00153,17-03-2024,24-03-2024,P003,C006,R005,S005,33,3200,0.15,89760,26928,98736,94248
00154,18-03-2024,25-03-2024,P001,C001,R009,S003,79,4500,0,355500,106650,391050,373275
00155,18-03-2024,25-03-2024,P009,C009,R004,S008,56,3200,0.05,170240,51072,187264,178752
00156,19-03-2024,26-03-2024,P007,C005,R005,S004,95,3200,0.1,273600,82080,300960,287280
00157,19-03-2024,26-03-2024,P004,C002,R004,S007,8,250,0.1,1800,540,1980,1890
00158,20-03-2024,27-03-2024,P005,C001,R009,S007,58,500,0.15,24650,7395,27115,25882.5
00159,20-03-2024,27-03-2024,P010,C005,R002,S005,84,500,0.05,39900,11970,43890,41895
00160,21-03-2024,28-03-2024,P010,C008,R009,S010,34,1200,0,40800,12240,44880,42840
00161,21-03-2024,28-03-2024,P007,C006,R004,S003,40,500,0,20000,6000,22000,21000
00162,22-03-2024,29-03-2024,P010,C001,R004,S001,63,4500,0.15,240975,72292.5,265072.5,253023.75
00163,22-03-2024,29-03-2024,P010,C009,R003,S003,46,4500,0.15,175950,52785,193545,184747.5
00164,23-03-2024,30-03-2024,P002,C006,R004,S006,73,4500,0.05,312075,93622.5,343282.5,327678.75
00165,23-03-2024,30-03-2024,P006,C008,R005,S003,32,250,0.1,7200,2160,7920,7560
00166,24-03-2024,31-03-2024,P002,C008,R001,S008,31,3200,0.1,89280,26784,98208,93744
00167,24-03-2024,31-03-2024,P001,C006,R004,S002,23,1200,0.05,26220,7866,28842,27531
00168,25-03-2024,01-04-2024,P003,C010,R005,S004,72,500,0.1,32400,9720,35640,34020
00169,25-03-2024,01-04-2024,P009,C003,R008,S008,29,4500,0,130500,39150,143550,137025
00170,26-03-2024,02-04-2024,P001,C005,R008,S005,34,1200,0,40800,12240,44880,42840
00171,26-03-2024,02-04-2024,P009,C005,R002,S001,23,3200,0.15,62560,18768,68816,65688
00172,27-03-2024,03-04-2024,P003,C005,R009,S006,18,3200,0.05,54720,16416,60192,57456
00173,27-03-2024,03-04-2024,P001,C003,R003,S003,84,500,0,42000,12600,46200,44100
00174,28-03-2024,04-04-2024,P004,C004,R006,S007,28,4500,0.1,113400,34020,124740,119070
00175,28-03-2024,04-04-2024,P004,C004,R010,S005,68,250,0.1,15300,4590,16830,16065
00176,29-03-2024,05-04-2024,P009,C004,R004,S007,10,1200,0.05,11400,3420,12540,11970
00177,29-03-2024,05-04-2024,P008,C003,R010,S007,44,1200,0.15,44880,13464,49368,47124
00178,30-03-2024,06-04-2024,P008,C008,R007,S006,32,4500,0.1,129600,38880,142560,136080
00179,30-03-2024,06-04-2024,P005,C007,R010,S008,75,1200,0,90000,27000,99000,94500
00180,31-03-2024,07-04-2024,P009,C009,R006,S009,64,250,0,16000,4800,17600,16800
00181,31-03-2024,07-04-2024,P009,C002,R009,S005,46,4500,0.1,186300,55890,204930,195615
00182,01-04-2024,08-04-2024,P001,C009,R002,S005,43,500,0,21500,6450,23650,22575
00183,01-04-2024,08-04-2024,P007,C007,R006,S005,98,3200,0.15,266560,79968,293216,279888
00184,02-04-2024,09-04-2024,P003,C007,R001,S004,95,500,0.05,45125,13537.5,49637.5,47381.25
00185,02-04-2024,09-04-2024,P003,C005,R008,S006,12,4500,0.1,48600,14580,53460,51030
00186,03-04-2024,10-04-2024,P008,C001,R010,S001,19,3200,0.1,54720,16416,60192,57456
00187,03-04-2024,10-04-2024,P003,C010,R004,S004,96,1200,0.05,109440,32832,120384,114912
00188,04-04-2024,11-04-2024,P006,C009,R009,S003,91,1200,0.1,98280,29484,108108,103194
00189,04-04-2024,11-04-2024,P005,C008,R006,S001,79,250,0.05,18762.5,5628.75,20638.75,19700.625
00190,05-04-2024,12-04-2024,P001,C001,R006,S002,49,3200,0.15,133280,39984,146608,139944
00191,05-04-2024,12-04-2024,P002,C006,R002,S002,21,3200,0.05,63840,19152,70224,67032
00192,06-04-2024,13-04-2024,P001,C002,R004,S005,25,4500,0,112500,33750,123750,118125
00193,06-04-2024,13-04-2024,P005,C009,R002,S004,45,250,0,11250,3375,12375,11812.5
00194,07-04-2024,14-04-2024,P001,C002,R006,S008,50,3200,0.15,136000,40800,149600,142800
00195,07-04-2024,14-04-2024,P009,C008,R008,S008,43,1200,0,51600,15480,56760,54180
00196,08-04-2024,15-04-2024,P008,C009,R001,S004,24,1200,0.1,25920,7776,28512,27216
00197,08-04-2024,15-04-2024,P004,C010,R002,S003,46,250,0,11500,3450,12650,12075
00198,09-04-2024,16-04-2024,P004,C002,R005,S007,54,250,0.05,12825,3847.5,14107.5,13466.25
00199,09-04-2024,16-04-2024,P002,C004,R002,S006,34,500,0.15,14450,4335,15895,15172.5
00200,10-04-2024,17-04-2024,P004,C008,R007,S004,55,1200,0.1,59400,17820,65340,62370
00201,10-04-2024,17-04-2024,P010,C001,R007,S004,71,250,0,17750,5325,19525,18637.5
00202,11-04-2024,18-04-2024,P009,C006,R008,S006,9,4500,0,40500,12150,44550,42525
00203,11-04-2024,18-04-2024,P007,C009,R005,S009,55,500,0.15,23375,7012.5,25712.5,24543.75
00204,12-04-2024,19-04-2024,P007,C008,R002,S003,85,4500,0.15,325125,97537.5,357637.5,341381.25
00205,12-04-2024,19-04-2024,P008,C008,R006,S009,84,3200,0,268800,80640,295680,282240
00206,13-04-2024,20-04-2024,P003,C004,R009,S006,36,4500,0,162000,48600,178200,170100
00207,13-04-2024,20-04-2024,P001,C001,R002,S005,14,1200,0,16800,5040,18480,17640
00208,14-04-2024,21-04-2024,P003,C004,R009,S003,11,500,0.1,4950,1485,5445,5197.5
00209,14-04-2024,21-04-2024,P006,C001,R003,S005,38,1200,0.15,38760,11628,42636,40698
00210,15-04-2024,22-04-2024,P009,C005,R008,S006,86,250,0.05,20425,6127.5,22467.5,21446.25
00211,15-04-2024,22-04-2024,P004,C006,R009,S002,18,1200,0.15,18360,5508,20196,19278
00212,16-04-2024,23-04-2024,P005,C003,R006,S005,17,500,0,8500,2550,9350,8925
00213,16-04-2024,23-04-2024,P001,C010,R008,S009,74,250,0,18500,5550,20350,19425
00214,17-04-2024,24-04-2024,P007,C009,R010,S005,10,1200,0,12000,3600,13200,12600
00215,17-04-2024,24-04-2024,P010,C009,R003,S006,79,3200,0.1,227520,68256,250272,238896
00216,18-04-2024,25-04-2024,P003,C007,R010,S008,5,500,0.15,2125,637.5,2337.5,2231.25
00217,18-04-2024,25-04-2024,P010,C003,R002,S004,75,250,0.1,16875,5062.5,18562.5,17718.75
00218,19-04-2024,26-04-2024,P001,C005,R001,S005,84,250,0.1,18900,5670,20790,19845
00219,19-04-2024,26-04-2024,P010,C002,R001,S009,28,500,0,14000,4200,15400,14700
00220,20-04-2024,27-04-2024,P003,C005,R001,S008,98,1200,0.1,105840,31752,116424,111132
00221,20-04-2024,27-04-2024,P007,C001,R010,S003,64,500,0,32000,9600,35200,33600
00222,21-04-2024,28-04-2024,P004,C001,R004,S002,44,3200,0,140800,42240,154880,147840
00223,21-04-2024,28-04-2024,P002,C001,R010,S007,68,250,0.1,15300,4590,16830,16065
00224,22-04-2024,29-04-2024,P001,C007,R002,S009,91,500,0,45500,13650,50050,47775
00225,22-04-2024,29-04-2024,P005,C007,R004,S003,22,3200,0.15,59840,17952,65824,62832
00226,23-04-2024,30-04-2024,P003,C010,R002,S009,16,4500,0,72000,21600,79200,75600
00227,23-04-2024,30-04-2024,P004,C004,R008,S004,31,3200,0.1,89280,26784,98208,93744
00228,24-04-2024,01-05-2024,P005,C008,R008,S008,70,3200,0.1,201600,60480,221760,211680
00229,24-04-2024,01-05-2024,P005,C001,R009,S002,59,500,0.1,26550,7965,29205,27877.5
00230,25-04-2024,02-05-2024,P010,C010,R005,S003,99,4500,0.1,400950,120285,441045,420997.5
00231,25-04-2024,02-05-2024,P009,C002,R001,S009,59,500,0.1,26550,7965,29205,27877.5
00232,26-04-2024,03-05-2024,P010,C001,R008,S005,5,3200,0.15,13600,4080,14960,14280
00233,26-04-2024,03-05-2024,P001,C010,R003,S006,5,500,0.1,2250,675,2475,2362.5
00234,27-04-2024,04-05-2024,P003,C002,R006,S008,76,3200,0.1,218880,65664,240768,229824
00235,27-04-2024,04-05-2024,P006,C007,R005,S008,42,3200,0,134400,40320,147840,141120
00236,28-04-2024,05-05-2024,P008,C009,R004,S002,79,250,0.05,18762.5,5628.75,20638.75,19700.625
00237,28-04-2024,05-05-2024,P010,C005,R008,S004,68,250,0.1,15300,4590,16830,16065
00238,29-04-2024,06-05-2024,P009,C004,R003,S008,45,4500,0,202500,60750,222750,212625
00239,29-04-2024,06-05-2024,P002,C002,R004,S007,26,4500,0.1,105300,31590,115830,110565
00240,30-04-2024,07-05-2024,P008,C007,R003,S006,75,500,0,37500,11250,41250,39375
00241,30-04-2024,07-05-2024,P002,C006,R006,S006,46,1200,0.15,46920,14076,51612,49266
00242,01-05-2024,08-05-2024,P003,C003,R010,S008,95,3200,0,304000,91200,334400,319200
00243,01-05-2024,08-05-2024,P005,C001,R004,S004,32,500,0.05,15200,4560,16720,15960
00244,02-05-2024,09-05-2024,P010,C001,R010,S007,89,3200,0.05,270560,81168,297616,284088
00245,02-05-2024,09-05-2024,P001,C008,R006,S007,42,4500,0.1,170100,51030,187110,178605
00246,03-05-2024,10-05-2024,P009,C001,R007,S008,7,500,0.05,3325,997.5,3657.5,3491.25
00247,03-05-2024,10-05-2024,P002,C005,R002,S007,18,1200,0.1,19440,5832,21384,20412
00248,04-05-2024,11-05-2024,P007,C006,R010,S002,71,1200,0.1,76680,23004,84348,80514
00249,04-05-2024,11-05-2024,P007,C007,R004,S002,67,250,0.05,15912.5,4773.75,17503.75,16708.125
00250,05-05-2024,12-05-2024,P008,C009,R006,S009,92,1200,0.15,93840,28152,103224,98532
00251,05-05-2024,12-05-2024,P010,C001,R007,S007,62,1200,0.05,70680,21204,77748,74214
00252,06-05-2024,13-05-2024,P002,C006,R001,S009,57,1200,0,68400,20520,75240,71820
00253,06-05-2024,13-05-2024,P003,C010,R004,S010,9,4500,0.1,36450,10935,40095,38272.5
00254,07-05-2024,14-05-2024,P001,C005,R005,S004,48,1200,0,57600,17280,63360,60480
00255,07-05-2024,14-05-2024,P001,C001,R008,S008,77,4500,0.15,294525,88357.5,323977.5,309251.25
00256,08-05-2024,15-05-2024,P006,C006,R003,S005,93,3200,0.1,267840,80352,294624,281232
00257,08-05-2024,15-05-2024,P006,C010,R002,S005,36,500,0,18000,5400,19800,18900
00258,09-05-2024,16-05-2024,P001,C008,R001,S005,43,500,0,21500,6450,23650,22575
00259,09-05-2024,16-05-2024,P006,C010,R001,S004,31,3200,0.05,94240,28272,103664,98952
00260,10-05-2024,17-05-2024,P006,C002,R005,S010,6,500,0,3000,900,3300,3150
00261,10-05-2024,17-05-2024,P003,C006,R003,S001,30,4500,0.05,128250,38475,141075,134662.5
00262,11-05-2024,18-05-2024,P002,C006,R009,S009,43,1200,0.05,49020,14706,53922,51471
00263,11-05-2024,18-05-2024,P003,C005,R003,S005,68,250,0.05,16150,4845,17765,16957.5
00264,12-05-2024,19-05-2024,P006,C002,R005,S007,88,1200,0.1,95040,28512,104544,99792
00265,12-05-2024,19-05-2024,P010,C003,R007,S009,68,4500,0.05,290700,87210,319770,305235
00266,13-05-2024,20-05-2024,P007,C003,R002,S001,10,4500,0,45000,13500,49500,47250
00267,13-05-2024,20-05-2024,P001,C010,R005,S006,15,4500,0,67500,20250,74250,70875
00268,14-05-2024,21-05-2024,P008,C010,R007,S003,33,1200,0.05,37620,11286,41382,39501
00269,14-05-2024,21-05-2024,P006,C002,R007,S005,33,3200,0,105600,31680,116160,110880
00270,15-05-2024,22-05-2024,P004,C003,R001,S010,97,500,0.1,43650,13095,48015,45832.5
00271,15-05-2024,22-05-2024,P002,C003,R005,S001,28,500,0.1,12600,3780,13860,13230
00272,16-05-2024,23-05-2024,P004,C009,R004,S010,72,250,0.05,17100,5130,18810,17955
00273,16-05-2024,23-05-2024,P007,C003,R001,S001,64,1200,0.05,72960,21888,80256,76608
00274,17-05-2024,24-05-2024,P010,C004,R003,S002,90,4500,0,405000,121500,445500,425250
